exporter,importer,post80 
Zimbabwe,Israel,0.0016
Zimbabwe,Hong Kong,0.001
Zimbabwe,Seychelles,0.0011
Zimbabwe,Canada,0.00115
Zimbabwe,Jordan,0.0012
Zimbabwe,Thailand,0.0008
Zimbabwe,Denmark,0.0012
Zimbabwe,Sweden,0.0016
Zimbabwe,Singapore,0.00135
Zimbabwe,Austria,0.00135
Zimbabwe,India,0.00135
Zimbabwe,Philippines,0.0018
Zimbabwe,Indonesia,0.0011
Zimbabwe,Australia,0.0021
Zimbabwe,Portugal,0.0021
Zimbabwe,Spain,0.00285
Zimbabwe,China,0.00505
Zimbabwe,Netherlands,0.00555
Zimbabwe,Italy,0.0081
Zimbabwe,USA,0.0122
Zimbabwe,Japan,0.01285
Zimbabwe,UK,0.01805
Zimbabwe,South Africa,0.07365
